,location,bath,balcony,price_Transformed,BHK,total_sqft_norm
1762,Hebbal,2.0,2.0,2.276308317343053,2,1100.0
1764,Hebbal,2.0,2.0,2.304543028080613,2,812.0
1767,Whitefield,2.0,2.0,2.535254689607493,2,1420.0
1774,Indira Nagar,3.0,1.0,2.7067738941968065,3,2800.0
1776,other,3.0,3.0,2.588881046100511,3,1650.0
1777,other,2.0,2.0,2.07238860962533,2,840.0
1778,Jigani,2.0,2.0,2.257530704287577,2,914.0
1779,Hennur Road,2.0,2.0,2.41963736697703,3,1482.0
1780,Kundalahalli,3.0,2.0,2.519960456217791,3,1724.0
1781,other,3.0,3.0,2.4430771540775753,3,1670.0
1785,Jigani,2.0,2.0,2.304543028080613,2,927.0
1787,Electronic City Phase II,3.0,1.0,2.165191432682794,3,1220.0
1788,Electronic City,2.0,1.0,2.390904357255814,3,1360.0
1790,7th Phase JP Nagar,2.0,2.0,2.380002418013182,2,1180.0
1791,Whitefield,3.0,2.0,2.4824525135863165,3,1697.0
1793,Hennur,2.0,1.0,2.314912980862613,2,1225.0
1794,other,2.0,2.0,2.304543028080613,3,1690.0
1797,other,2.0,1.0,2.407863475493781,3,1250.0
1798,JP Nagar,1.0,1.0,2.2371171131819043,1,1050.0
1800,Kanakpura Road,3.0,3.0,2.414074624053471,3,1699.0
1801,Whitefield,2.0,2.0,2.3199212383256165,2,1205.0
1805,Akshaya Nagar,3.0,1.0,2.5070501370700384,3,1476.0
1807,EPIP Zone,4.0,2.0,2.585334479270744,3,2160.0
1808,Sector 2 HSR Layout,2.0,1.0,2.390904357255814,2,1296.0
1810,Kanakpura Road,3.0,3.0,2.3499356787236603,3,1570.0
1811,Koramangala,2.0,3.0,2.486793794290263,2,1300.0
1813,Electronic City,1.0,1.0,2.2068786880579285,2,770.0
1816,Domlur,3.0,3.0,2.4264722323552923,3,1429.0
1818,Bommasandra,2.0,1.0,2.220421254026182,2,1035.0
1822,Nagarbhavi,2.0,2.0,2.1724048403316476,1,884.0
1824,Hoodi,2.0,1.0,2.333689792471454,2,1026.0
1828,Old Airport Road,4.0,3.0,2.6065391126303625,4,2690.0
1829,Subramanyapura,2.0,1.0,2.3199212383256165,2,975.0
1834,Sarjapur  Road,3.0,3.0,2.533621560963916,3,1700.0
1835,Whitefield,4.0,2.0,2.6972501070209103,4,3606.0
1836,Padmanabhanagar,2.0,2.0,2.4972098659406576,2,1258.0
1838,Old Madras Road,6.0,1.0,2.6106532932671205,4,3630.0
1839,JP Nagar,3.0,2.0,2.6579868114203657,3,2000.0
1840,Hebbal,4.0,3.0,2.613667204593232,4,2790.0
1841,other,2.0,2.0,2.4502426092202754,3,1494.0
1842,Hennur Road,2.0,1.0,2.4294087898352825,3,1482.0
1843,other,2.0,3.0,2.276308317343053,2,800.0
1845,Hulimavu,2.0,2.0,2.3781276601886985,2,1100.0
1847,other,2.0,2.0,2.5565892512800237,2,1225.0
1850,Hormavu,2.0,2.0,2.276308317343053,2,1180.0
1851,other,2.0,2.0,2.3199212383256165,2,1260.0
1853,Arekere,2.0,2.0,2.304543028080613,2,1190.0
1854,Sarjapur  Road,3.0,2.0,2.505125451363483,3,1691.0
1862,other,2.0,2.0,2.3520796841242335,2,1250.0
1865,Kereguddadahalli,2.0,2.0,2.085525760495031,2,800.0
1866,other,2.0,1.0,2.3199212383256165,2,1020.0
1872,Frazer Town,2.0,1.0,2.390904357255814,3,1510.0
1874,other,3.0,1.0,2.486793794290263,3,1614.0
1878,Bommenahalli,3.0,0.0,2.5492799755952857,4,1632.0
1881,other,6.0,2.0,2.6579868114203657,4,3012.0
1883,Sector 2 HSR Layout,2.0,2.0,2.533621560963916,3,1450.0
1884,Bannerghatta Road,2.0,2.0,2.390904357255814,2,1200.0
1886,Hosur Road,2.0,1.0,2.486793794290263,3,1508.0
1888,other,2.0,3.0,2.3837013744810363,2,1188.0
1889,Old Airport Road,4.0,3.0,2.614658603967186,4,2690.0
1890,Harlur,2.0,1.0,2.3944123531567993,2,1174.0
1891,Old Madras Road,3.0,1.0,2.324769440924938,3,1350.0
1892,Frazer Town,3.0,3.0,2.6001519387597782,3,1870.0
1893,Kengeri Satellite Town,2.0,1.0,2.0440990630256364,2,1072.0
1895,Kengeri,2.0,1.0,2.121522084133751,2,726.0
1896,Hosur Road,2.0,2.0,2.4780048449260907,2,1345.0
1897,Begur Road,2.0,2.0,2.2441188393999556,2,1200.0
1899,Hormavu,2.0,1.0,2.3978605222649128,2,1050.0
1902,Vittasandra,3.0,2.0,2.423490694742521,3,1743.0
1906,Sarjapur,2.0,2.0,2.137854677371774,2,950.0
1907,Domlur,1.0,0.0,2.304543028080613,1,640.0
1908,Electronic City Phase II,2.0,1.0,2.2371171131819043,2,972.0
1909,Marathahalli,3.0,3.0,2.4590518107288126,3,1840.0
1910,Electronic City,2.0,1.0,2.3477698357090975,2,1128.0
1912,other,2.0,1.0,2.451415280285468,2,2400.0
1916,BTM Layout,2.0,2.0,2.343371043853437,2,1150.0
1917,Hennur Road,4.0,3.0,2.6869795599015966,4,3450.0
1919,Jigani,2.0,2.0,2.2509200642093465,2,920.0
1921,Thanisandra,3.0,1.0,2.4663887011222068,3,1564.0
1922,Uttarahalli,2.0,1.0,2.2441188393999556,2,1045.0
1925,other,3.0,1.0,2.6296861717795146,3,2479.13
1926,Sarjapur  Road,3.0,2.0,2.5416335627291207,3,1846.0
1930,Yelahanka,4.0,0.0,2.5269273500371043,4,3042.0
1931,Rajaji Nagar,3.0,3.0,2.63666225808826,3,1640.0
1932,other,2.0,1.0,2.207280773858884,2,1068.0
1933,Kanakpura Road,2.0,2.0,2.3199212383256165,2,1135.0
1938,Kaggadasapura,2.0,3.0,2.2224686292193874,2,1150.0
1943,Tumkur Road,3.0,1.0,2.4379602028844816,3,1354.0
1946,Varthur,2.0,1.0,2.486793794290263,4,1320.0
1948,Kanakpura Road,6.0,2.0,2.6383552979621507,4,3500.0
1949,other,2.0,1.0,2.1724048403316476,2,1000.0
1950,other,3.0,1.0,2.1902349571616555,3,1130.0
1952,other,2.0,3.0,2.6933503139485273,3,2204.0
1956,Gubbalala,3.0,2.0,2.473446098766075,3,1745.0
1960,other,2.0,3.0,2.3723989530691814,3,1550.0
1962,other,2.0,2.0,2.2505846088921424,3,1329.0
1963,other,2.0,1.0,2.2224686292193874,2,916.0
1964,Hulimavu,1.0,2.0,2.276308317343053,1,688.0
1965,other,3.0,3.0,2.276308317343053,3,1358.0
1966,Kanakpura Road,2.0,1.0,2.4802422640524453,2,1331.0
1967,Malleshwaram,1.0,1.0,2.341137272271899,1,686.0
1968,Hoodi,2.0,2.0,2.276308317343053,2,1050.0
1969,Talaghattapura,3.0,2.0,2.518173801183998,3,2106.0
1970,Bhoganhalli,3.0,2.0,2.4385170189517273,3,1718.0
1971,Raja Rajeshwari Nagar,3.0,2.0,2.314912980862613,3,1530.0
1973,Hebbal,2.0,3.0,2.288027272233296,2,1075.0
1975,other,2.0,2.0,2.3003101337597687,3,1936.0
1976,other,3.0,3.0,2.5070501370700384,4,2172.65
1981,Sarjapur  Road,2.0,3.0,2.1099311101530462,2,1117.0
1982,other,2.0,1.0,2.486793794290263,3,1685.0
1983,CV Raman Nagar,2.0,1.0,2.1814774036790427,2,740.0
1986,Banashankari,3.0,2.0,2.4972098659406576,3,1800.0
1987,other,3.0,2.0,2.5252119458404625,3,1700.0
1988,Uttarahalli,2.0,2.0,2.1896317789908393,2,850.0
1989,Hennur Road,3.0,1.0,2.540061379318044,3,1891.0
1990,Jalahalli,1.0,1.0,2.407863475493781,2,1400.0
1993,Sonnenahalli,2.0,1.0,2.235334120181151,2,896.0
1994,Vijayanagar,2.0,2.0,2.3520796841242335,2,1180.0
1996,other,2.0,1.0,2.1430812771149417,2,850.0
1999,Kanakapura,3.0,3.0,2.4565406480089873,3,1699.0
2000,Bellandur,4.0,3.0,2.484636170481571,4,2025.0
2002,other,1.0,0.0,1.9581903903439097,1,500.0
2004,Malleshwaram,4.0,3.0,2.7077900984608436,3,2475.0
2005,Haralur Road,2.0,1.0,2.5492799755952857,2,1455.0
2008,Lingadheeranahalli,3.0,1.0,2.4513892998681466,3,1521.0
2010,other,4.0,2.0,2.725698859880918,3,3155.0
2012,other,3.0,3.0,2.4757396611400497,3,1765.0
2013,Kasavanhalli,3.0,2.0,2.432301551196587,3,1980.0
2015,other,2.0,3.0,2.3723989530691814,2,1265.0
2016,Bommasandra,2.0,3.0,2.2068786880579285,2,1034.0
2018,Electronic City,2.0,1.0,2.299171349348421,2,1070.0
2022,other,4.0,3.0,2.562211081332236,3,2045.0
2023,Bellandur,2.0,2.0,2.4590518107288126,3,1490.0
2026,Yeshwanthpur,1.0,1.0,2.1801370827339834,1,671.0
2027,Kammasandra,2.0,2.0,2.1325218913463257,2,1156.0
2028,Haralur Road,3.0,2.0,2.516368512754174,3,2017.0
2029,Thigalarapalya,6.0,2.0,2.6465348405600935,4,3122.0
2030,Ramagondanahalli,3.0,1.0,2.3388800168684982,3,1635.0
2032,Kanakpura Road,2.0,1.0,2.4351516562818496,2,1296.0
2034,Budigere,2.0,2.0,2.3388800168684982,2,1139.0
2037,Binny Pete,2.0,1.0,2.4272989506859504,2,1245.0
2039,Marathahalli,4.0,2.0,2.6340851298431343,4,3951.0
2040,Electronic City,1.0,1.0,1.8383774983250887,2,550.0
2041,Ramamurthy Nagar,1.0,1.0,2.058599498505471,1,360.0
2043,Green Glen Layout,3.0,2.0,2.5070501370700384,3,1670.0
2046,7th Phase JP Nagar,2.0,1.0,2.314912980862613,3,1050.0
2048,Kaggalipura,2.0,1.0,2.3199212383256165,3,1210.0
2051,7th Phase JP Nagar,2.0,2.0,2.311903910475778,3,1343.0
2053,other,2.0,2.0,2.282242894864343,2,925.0
2054,Kanakpura Road,2.0,2.0,2.390904357255814,3,1420.0
2055,other,2.0,3.0,2.486793794290263,2,1415.0
2056,other,2.0,2.0,2.3296071907373097,2,1210.0
2057,Yeshwanthpur,3.0,2.0,2.570295263205349,3,1852.0
2058,Hoskote,3.0,2.0,2.276308317343053,3,1250.0
2059,9th Phase JP Nagar,2.0,1.0,2.3520796841242335,2,1100.0
2061,Jakkur,2.0,1.0,2.2956095221825086,2,1100.0
2062,Magadi Road,1.0,0.0,2.463975079505272,2,1350.0
2063,Panathur,3.0,2.0,2.4615296977482752,3,1546.0
2064,Ambedkar Nagar,2.0,2.0,2.4379602028844816,2,1424.0
2065,Bellandur,3.0,1.0,2.364506061680783,3,1398.0
2066,Indira Nagar,3.0,2.0,2.615643512031689,3,1650.0
2068,Brookefield,3.0,2.0,2.4757396611400497,3,1476.0
2070,Magadi Road,2.0,2.0,2.3239445170588473,3,1322.0
2074,Sarjapur,2.0,2.0,2.364506061680783,3,1285.0
2075,Ambalipura,2.0,2.0,2.407863475493781,2,1150.0
2076,Thanisandra,2.0,2.0,2.3097885255458146,3,1430.0
2079,Thubarahalli,2.0,2.0,2.3520796841242335,2,1185.0
2080,Bannerghatta Road,3.0,2.0,2.360444898973766,3,1760.0
2083,Kanakpura Road,2.0,1.0,2.4757396611400497,2,1297.0
2084,other,3.0,2.0,2.5635867709547706,3,1840.0
2087,BTM 2nd Stage,2.0,1.0,2.288027272233296,2,950.0
2088,Yeshwanthpur,2.0,0.0,2.4535207440276685,2,1277.5
2089,Electronic City,3.0,2.0,2.4351516562818496,3,1571.0
2090,Electronic City Phase II,2.0,1.0,2.304543028080613,2,1031.0
2091,Whitefield,2.0,1.0,2.4379602028844816,2,1485.0
2092,other,2.0,1.0,2.3296071907373097,2,1109.0
2094,Whitefield,1.0,1.0,2.276308317343053,1,950.0
2098,Electronic City Phase II,2.0,1.0,2.2116608536772215,2,1003.0
2101,Hulimavu,2.0,2.0,2.3837013744810363,2,1255.0
2106,1st Phase JP Nagar,3.0,1.0,2.579240089164417,3,1875.0
2109,Uttarahalli,2.0,1.0,2.257530704287577,3,1330.0
2113,Marathahalli,5.0,2.0,2.6001519387597782,4,2519.0
2115,Old Madras Road,3.0,3.0,2.5286257210270686,4,1450.0
2116,Hoodi,3.0,3.0,2.5492799755952857,3,1837.0
2118,Kudlu Gate,2.0,3.0,2.304543028080613,2,1238.0
2119,7th Phase JP Nagar,2.0,2.0,2.3248662864620644,3,1405.0
2122,Kanakpura Road,3.0,2.0,2.4972098659406576,3,1673.0
2124,Varthur,2.0,2.0,2.2068786880579285,2,1112.0
2126,Electronic City Phase II,1.0,1.0,2.07238860962533,2,545.0
2127,Subramanyapura,2.0,1.0,2.3199212383256165,2,985.0
2128,Kanakpura Road,1.0,0.0,2.1750694853367154,1,825.0
2130,Hosa Road,2.0,1.0,2.4578506538610245,2,1430.0
2131,Kengeri Satellite Town,2.0,2.0,2.2299042121560673,2,1050.0
2134,other,3.0,2.0,2.4972098659406576,3,1533.0
2137,Lakshminarayana Pura,3.0,2.0,2.5565892512800237,3,1750.0
2139,Prithvi Layout,2.0,2.0,2.4308605727808352,2,1352.0
2140,Harlur,3.0,2.0,2.516368512754174,3,1754.0
2141,other,3.0,2.0,2.423490694742521,3,1560.0
2142,other,6.0,2.0,2.670597667461764,4,3012.0
2144,Channasandra,2.0,1.0,2.4379602028844816,3,1470.0
2145,9th Phase JP Nagar,2.0,1.0,2.2441188393999556,2,1035.0
2148,Jakkur,2.0,2.0,2.288027272233296,2,1100.0
2150,Bannerghatta Road,1.0,1.0,2.1306838735000317,1,595.0
2151,HSR Layout,3.0,2.0,2.486793794290263,3,1650.0
2155,Ramagondanahalli,2.0,1.0,2.256223370689171,2,1235.0
2157,7th Phase JP Nagar,3.0,1.0,2.4972098659406576,3,1400.0
2160,other,2.0,3.0,2.423490694742521,3,1375.0
2163,Yelahanka,2.0,1.0,2.21354792452859,2,1065.0
2166,Whitefield,1.0,1.0,2.2441188393999556,1,825.0
2169,other,2.0,2.0,2.331164820094566,3,1440.0
2170,Electronic City,2.0,1.0,2.202821347406033,2,870.0
2171,Panathur,2.0,1.0,2.42046294655565,2,1195.0
2173,Raja Rajeshwari Nagar,3.0,3.0,2.3352184609936137,3,1530.0
2175,other,2.0,1.0,2.2299042121560673,2,975.0
2178,Iblur Village,3.0,2.0,2.5252119458404625,3,1920.0
2180,Thanisandra,2.0,1.0,2.3226768217164095,2,1183.0
2182,other,2.0,2.0,2.3520796841242335,3,1550.0
2183,Kaggadasapura,2.0,3.0,2.2936680315997555,2,1110.0
2185,Kaggadasapura,2.0,1.0,2.195935715563349,2,1105.0
2191,Hebbal,4.0,2.0,2.6425031855611336,4,3067.0
2192,Sarjapur  Road,4.0,1.0,2.4711235242287644,3,1929.0
2193,Ramamurthy Nagar,3.0,1.0,2.463975079505272,3,1525.0
2194,other,3.0,3.0,2.486793794290263,3,1775.0
2195,Banashankari,2.0,1.0,2.343371043853437,2,1125.0
2199,Sonnenahalli,2.0,1.0,2.3837013744810363,2,1268.0
2200,other,3.0,2.0,2.432301551196587,3,1500.0
2201,Electronic City,1.0,1.0,2.257530704287577,1,630.0
2202,Seegehalli,3.0,2.0,2.3520796841242335,3,1525.0
2203,Kaggadasapura,2.0,2.0,2.2639599879977412,2,1060.0
2204,Lingadheeranahalli,3.0,3.0,2.519960456217791,3,1687.0
2205,Thanisandra,3.0,2.0,2.5127006434450663,3,1847.0
2206,Begur Road,2.0,3.0,2.2936680315997555,3,1410.0
2207,7th Phase JP Nagar,2.0,1.0,2.2298309785189034,2,1075.0
2211,other,2.0,2.0,2.2509200642093465,2,1010.0
2212,Haralur Road,3.0,3.0,2.486793794290263,3,1875.0
2214,Kanakpura Road,2.0,1.0,2.2798874708949293,2,983.0
2216,other,2.0,1.0,2.3944123531567993,2,1140.0
2217,Sarjapur  Road,2.0,2.0,2.486793794290263,2,1215.0
2219,Bellandur,3.0,2.0,2.5804778975972815,3,2039.0
2226,Kaggadasapura,3.0,1.0,2.307181221098868,3,1350.0
2228,KR Puram,3.0,0.0,2.260155916527358,3,1128.76
2229,Electronic City,2.0,1.0,2.153230441481664,2,921.0
2230,Kundalahalli,2.0,1.0,2.2718772143437995,2,1010.0
2231,KR Puram,2.0,1.0,2.2299042121560673,2,1015.0
2233,Lakshminarayana Pura,2.0,1.0,2.390904357255814,2,1179.0
2235,Kammasandra,2.0,1.0,2.0288198717809864,2,870.0
2238,Malleshwaram,4.0,3.0,2.70156930635947,3,2475.0
2241,other,1.0,1.0,2.304543028080613,2,1000.0
2244,Kammasandra,2.0,1.0,2.3563037149614248,2,1200.0
2246,Hennur,2.0,1.0,2.3174313424682405,2,1255.0
2247,Hosur Road,2.0,2.0,2.114466485907256,2,1085.0
2250,other,3.0,2.0,2.5565892512800237,3,1934.0
2251,Harlur,2.0,1.0,2.2732825270125168,2,1200.0
2252,Uttarahalli,6.0,2.0,2.5070501370700384,6,3600.0
2253,Old Madras Road,2.0,1.0,2.2441188393999556,2,935.0
2254,Bommasandra,2.0,2.0,2.110048363286599,2,877.0
2255,other,2.0,2.0,2.2224686292193874,2,936.0
2258,Hennur Road,2.0,0.0,2.3708831549077285,2,1232.0
2259,Ambedkar Nagar,4.0,2.0,2.5817061115993494,3,2225.0
2261,Dasarahalli,3.0,2.0,2.505125451363483,3,1901.0
2262,Sarjapur  Road,3.0,2.0,2.463975079505272,3,1819.0
2265,Old Madras Road,6.0,0.0,2.616133555196606,4,3715.0
2266,9th Phase JP Nagar,4.0,3.0,2.6845851814447186,4,5000.0
2273,Sarjapur  Road,4.0,1.0,2.486793794290263,3,1845.0
2277,Talaghattapura,3.0,2.0,2.582924861653658,3,2254.0
2278,Frazer Town,3.0,2.0,2.5565892512800237,3,1750.0
2279,other,2.0,1.0,2.1814774036790427,2,1020.0
2281,Lingadheeranahalli,3.0,2.0,2.5416335627291207,3,1893.0
2282,other,3.0,0.0,2.7724398191255495,3,3025.0
2285,Bisuvanahalli,2.0,1.0,2.4379602028844816,3,1075.0
2287,Kasavanhalli,2.0,1.0,2.4012506422169517,2,1200.0
2288,Sarjapur  Road,2.0,2.0,2.400070595256487,2,1233.0
2289,Bannerghatta Road,2.0,2.0,2.3531860651177987,2,1255.0
2296,Sarjapur  Road,2.0,2.0,2.3296071907373097,3,1525.0
2298,Tumkur Road,2.0,1.0,2.42046294655565,3,1240.0
2299,Subramanyapura,2.0,1.0,2.364506061680783,3,1245.0
2301,Hosa Road,2.0,0.0,2.1763459231866418,2,1104.0
2302,Bisuvanahalli,2.0,1.0,2.1723124558947142,3,1075.0
2304,Whitefield,2.0,1.0,2.3296071907373097,2,1155.0
2305,other,2.0,3.0,2.3388800168684982,2,1520.0
2306,Thigalarapalya,6.0,2.0,2.6542715826821204,4,3122.0
2307,Harlur,2.0,1.0,2.423490694742521,2,1290.0
2313,Malleshwaram,2.0,1.0,2.451415280285468,2,900.0
2315,Hennur Road,2.0,1.0,2.2702165163325065,2,987.0
2316,Old Madras Road,3.0,2.0,2.463975079505272,3,1720.0
2317,Hebbal,2.0,1.0,2.276308317343053,2,1040.0
2319,Raja Rajeshwari Nagar,2.0,1.0,2.276308317343053,2,1030.0
2320,Neeladri Nagar,3.0,2.0,2.530307355073162,3,2556.0
2321,other,3.0,1.0,2.5804778975972815,3,1850.0
2324,7th Phase JP Nagar,2.0,1.0,2.4173877085267303,2,1270.0
2327,Domlur,2.0,2.0,2.423490694742521,2,1050.0
2329,other,2.0,1.0,2.1902349571616555,2,946.0
2330,CV Raman Nagar,3.0,3.0,2.5492799755952857,3,1726.0
2331,other,4.0,3.0,2.6601696427557133,3,2121.0
2332,Vittasandra,2.0,1.0,2.390904357255814,2,1404.0
2334,Kengeri,2.0,2.0,2.314912980862613,2,1025.0
2341,other,5.0,3.0,2.805274905978263,4,4800.0
2342,other,2.0,2.0,2.2509200642093465,2,1040.0
2343,Banashankari,2.0,2.0,2.407863475493781,2,1310.0
2344,Uttarahalli,3.0,2.0,2.4598979866989708,3,1788.0
2345,Raja Rajeshwari Nagar,2.0,2.0,2.194924218127499,2,1144.0
2351,Kasavanhalli,3.0,2.0,2.406230685603857,3,1646.0
2352,Sarjapur  Road,4.0,2.0,2.6519945291291736,4,4395.0
2354,Iblur Village,3.0,2.0,2.533621560963916,3,1995.0
2356,Hosakerehalli,2.0,1.0,2.262305330334418,2,1085.0
2357,Budigere,2.0,2.0,2.3138975365801104,2,1139.0
2359,Pattandur Agrahara,3.0,2.0,2.4590518107288126,3,1767.0
2361,Bellandur,3.0,2.0,2.432301551196587,3,1692.0
2363,Uttarahalli,2.0,1.0,2.314912980862613,3,1345.0
2364,other,2.0,1.0,2.3296071907373097,2,1100.0
2365,Gollarapalya Hosahalli,3.0,3.0,2.3388800168684982,3,1408.0
2369,Thigalarapalya,4.0,2.0,2.5565892512800237,3,2072.0
2370,Malleshwaram,2.0,1.0,2.5676451944184366,2,1420.0
2377,Hosa Road,2.0,1.0,2.131442254946015,2,1063.0
2386,other,3.0,2.0,2.5492799755952857,3,1760.0
2387,Whitefield,3.0,3.0,2.4434568134414887,3,2010.0
2388,Kanakpura Road,2.0,2.0,2.3487688607159187,3,1480.0
2392,Frazer Town,6.0,2.0,2.7321182947273464,4,4850.0
2393,other,2.0,1.0,2.288027272233296,2,1100.0
2394,Harlur,3.0,2.0,2.499222148763099,3,1752.12
2396,Balagere,1.0,0.0,2.221712353436425,1,790.5
2397,other,3.0,2.0,2.468771283478688,3,1942.0
2398,other,2.0,2.0,2.2936680315997555,2,1000.0
2399,Yeshwanthpur,1.0,1.0,2.1801370827339834,1,668.0
2403,Thanisandra,3.0,3.0,2.4379602028844816,3,1800.0
2405,Yelahanka,2.0,3.0,2.2015910338782474,2,1036.0
2406,Marathahalli,3.0,3.0,2.4757396611400497,3,1583.0
2408,Padmanabhanagar,2.0,2.0,2.3520796841242335,2,1100.0
2410,Vittasandra,2.0,1.0,2.3520796841242335,2,1246.0
2411,Dodda Nekkundi,2.0,3.0,2.085525760495031,2,850.0
2412,Raja Rajeshwari Nagar,2.0,2.0,2.28521127096893,2,1196.0
2413,Thanisandra,3.0,2.0,2.4951745776836454,3,1697.0
2417,Sarjapur  Road,6.0,3.0,2.6845851814447186,4,3750.0
2419,other,2.0,2.0,2.288027272233296,2,1022.0
2420,Kammasandra,2.0,0.0,2.020056918250716,2,1018.0
2422,Bharathi Nagar,2.0,2.0,2.364506061680783,2,1322.0
2423,Marsur,4.0,2.0,2.5492799755952857,4,1800.0
2426,other,3.0,1.0,2.6651338928688655,3,2400.0
2427,Whitefield,2.0,2.0,2.423490694742521,3,1635.0
2428,Rajaji Nagar,4.0,1.0,2.7884295545759734,4,3526.0
2430,other,3.0,1.0,2.7599262699129015,3,2770.0
2431,EPIP Zone,5.0,0.0,2.615643512031689,4,3035.0
2432,other,3.0,2.0,2.423490694742521,3,1533.0
2433,Akshaya Nagar,3.0,1.0,2.5319725411070797,3,1720.0
2435,Yeshwanthpur,2.0,2.0,2.393855141449659,2,1185.0
2437,Attibele,1.0,1.0,1.662600833234862,1,395.0
2438,Electronic City Phase II,2.0,1.0,2.3115955994823985,2,1031.0
2440,Thanisandra,4.0,2.0,2.650455891094243,4,2650.0
2443,Hennur,2.0,2.0,2.314912980862613,2,1259.0
2444,Raja Rajeshwari Nagar,3.0,2.0,2.432301551196587,3,1570.0
2445,Bisuvanahalli,2.0,1.0,2.1724048403316476,3,1075.0
2446,Whitefield,2.0,1.0,2.4045844159000165,2,1216.0
2447,Sarjapur  Road,2.0,2.0,2.3563037149614248,3,1428.0
2450,other,3.0,2.0,2.3723989530691814,3,1475.0
2453,Hennur Road,3.0,2.0,2.468771283478688,3,1804.0
2456,Begur Road,2.0,2.0,2.255040510531204,2,1260.0
2458,Hennur Road,3.0,2.0,2.570295263205349,3,2160.0
2462,Yelahanka,2.0,3.0,2.3520796841242335,2,1300.0
2463,other,1.0,1.0,2.0980634611070155,1,605.0
2465,Bhoganhalli,2.0,1.0,2.3943079928357984,2,1444.0
2470,Bisuvanahalli,2.0,1.0,2.0980634611070155,2,845.0
2471,Kanakpura Road,2.0,1.0,2.162996701647244,2,700.0
2473,Kaggadasapura,3.0,2.0,2.304543028080613,3,1625.0
2475,other,2.0,3.0,2.486793794290263,2,1452.55
2478,Budigere,2.0,2.0,2.3141518353726824,2,1139.0
2480,Kanakpura Road,3.0,3.0,2.390904357255814,3,1660.0
2481,other,2.0,3.0,2.4757396611400497,2,1170.0
2482,Somasundara Palya,2.0,2.0,2.364506061680783,2,1448.0
2483,Kadugodi,3.0,3.0,2.486793794290263,3,1762.0
2484,Kaggadasapura,2.0,1.0,2.1957674178231628,2,1105.0
2485,Yelahanka,3.0,1.0,2.4757396611400497,3,1825.0
2486,Bhoganhalli,1.0,0.0,2.010854177332337,1,296.0
2488,Thanisandra,2.0,2.0,2.2299042121560673,2,1185.0
2489,Electronic City Phase II,2.0,1.0,2.1912656050405084,3,1320.0
2490,Hulimavu,2.0,1.0,2.2639599879977412,2,1058.0
2493,Old Madras Road,2.0,1.0,2.380002418013182,2,1200.0
2497,Bannerghatta Road,3.0,2.0,2.4012506422169517,3,1550.0
2501,7th Phase JP Nagar,4.0,0.0,2.603378836590207,4,2503.0
2502,Marathahalli,5.0,2.0,2.6054929396097726,4,2524.0
2507,Jalahalli,2.0,2.0,2.397072646929902,2,1045.0
2508,Kanakapura,2.0,3.0,2.245151554545642,3,1290.0
2509,Hoodi,2.0,1.0,2.4012506422169517,2,1400.0
2513,Sarjapur  Road,3.0,1.0,2.4910330978792534,3,1680.0
2522,Begur Road,3.0,1.0,2.4184078678854255,3,1634.0
2523,Prithvi Layout,2.0,2.0,2.423490694742521,2,1352.0
2524,Balagere,2.0,2.0,2.3520796841242335,2,1145.0
2526,7th Phase JP Nagar,3.0,2.0,2.6054929396097726,3,2200.0
2529,Raja Rajeshwari Nagar,2.0,1.0,2.3342932855954426,2,1168.0
2530,Electronic City Phase II,2.0,1.0,2.390904357255814,2,1205.0
2531,Yeshwanthpur,2.0,2.0,2.463975079505272,2,1195.0
2534,other,2.0,2.0,2.4379602028844816,3,1550.0
2537,Yelahanka,3.0,2.0,2.453995412703622,3,1603.0
2541,other,2.0,2.0,2.3978605222649128,3,1405.0
2542,KR Puram,2.0,1.0,2.282242894864343,2,1142.0
2544,Whitefield,3.0,2.0,2.4379602028844816,3,1870.0
2545,Subramanyapura,2.0,2.0,2.3837013744810363,2,1313.0
2546,other,3.0,3.0,2.5070501370700384,3,1945.0
2547,Thanisandra,3.0,2.0,2.451415280285468,3,1573.0
2548,Sarjapur  Road,2.0,1.0,2.4434568134414887,2,1255.0
2551,Sarjapur  Road,2.0,1.0,2.288027272233296,3,1380.0
2558,Uttarahalli,2.0,2.0,2.2639599879977412,2,1279.0
2561,Hebbal,2.0,2.0,2.6579868114203657,3,2526.0
2564,Uttarahalli,2.0,1.0,2.365589207945385,3,1845.0
2565,other,2.0,1.0,2.326121386801835,3,1360.0
2567,Whitefield,2.0,2.0,2.2732825270125168,2,1260.0
2569,Dasanapura,2.0,1.0,2.2262150099883304,2,965.0
2570,Hoodi,2.0,3.0,2.2639599879977412,3,1350.0
2571,Bhoganhalli,2.0,1.0,2.3943079928357984,2,1447.0
2574,Gottigere,2.0,1.0,2.2671093320025704,2,1153.0
2575,Whitefield,5.0,0.0,2.550025632979158,4,2856.0
2576,other,2.0,2.0,2.276308317343053,2,1065.0
2577,other,2.0,3.0,2.3342932855954426,2,1030.0
2581,Begur Road,2.0,3.0,2.240082925848793,3,1410.0
2582,Varthur,2.0,2.0,2.246521552244442,2,1055.0
2583,Yelahanka,2.0,1.0,2.4045844159000165,2,1304.0
2585,Kammasandra,2.0,1.0,2.1270790512560955,2,990.0
2587,Tumkur Road,1.0,0.0,2.1111013475006186,1,700.0
2589,Haralur Road,2.0,2.0,2.3837013744810363,2,1300.0
